"gene_symbol","gene_biotype","seqnames","start","end","strand","domain_start","domain_end","domain_width","promoter_h3k4me3","domain_h3k4me3","promoter_h3k27ac","domain_h3k27ac","promoter_ctcf","domain_ctcf","distal_h3k27ac","regulatory_class"
"KDM1A","protein_coding","NC_058375.1",16993630,17054975,"+",16979553,16993847,14295,1,2,1,1,1,2,0,"active_promoter"
"LUZP1","protein_coding","NC_058375.1",17056423,17161771,"-",17161595,17166227,4633,1,1,1,1,1,2,0,"active_promoter"
"HTR1D","protein_coding","NC_058375.1",17177278,17195163,"-",17194660,17242057,47398,1,1,1,1,1,2,0,"active_promoter"
"HNRNPR","protein_coding","NC_058375.1",17273504,17306270,"-",17242057,17306347,64291,1,1,1,2,1,2,1,"active_promoter"
"LOC109502148","lncRNA","NC_058375.1",17304983,17309091,"+",17242057,17306347,64291,1,1,2,2,0,2,0,"active_promoter"
"ZNF436","protein_coding","NC_058375.1",17320171,17329586,"-",17328424,17331311,2888,2,2,1,1,1,2,0,"active_promoter"
"LOC111562095","snRNA","NC_058375.1",17332353,17332455,"+",17331953,17356245,24293,1,2,1,6,2,2,5,"active_promoter"
"TCEA3","protein_coding","NC_058375.1",17337803,17375740,"-",17375391,17378489,3099,1,1,1,1,1,2,0,"active_promoter"
"ASAP3","protein_coding","NC_058375.1",17378773,17427362,"-",17427165,17427746,582,1,1,2,1,2,2,0,"active_promoter"
"E2F2","protein_coding","NC_058375.1",17446586,17469235,"-",17469088,17473777,4690,1,1,2,2,1,2,0,"active_promoter"
"ID3","protein_coding","NC_058375.1",17486721,17488362,"-",17488225,17535459,47235,1,4,0,14,1,2,14,"primed_promoter"
"LOC105260810","lncRNA","NC_058375.1",17526977,17533970,"-",17488225,17535459,47235,0,4,0,14,1,2,14,"distal_enhancer_only"
"LOC123379511","lncRNA","NC_058375.1",17533979,17543356,"-",17543040,17555277,12238,1,2,1,1,1,2,0,"active_promoter"
"LOC102902621","lncRNA","NC_058375.1",17556828,17585041,"-",17563692,17585449,21758,1,1,1,1,1,2,0,"active_promoter"
"LOC109502152","protein_coding","NC_058375.1",17571231,17583280,"+",17563692,17585449,21758,0,1,0,1,0,2,1,"distal_enhancer_only"
"RPL11","protein_coding","NC_058375.1",17585105,17589724,"+",17563692,17585449,21758,1,1,1,1,1,2,0,"active_promoter"
"ELOA","protein_coding","NC_058375.1",17619108,17636020,"+",17585449,17619599,34151,1,3,1,8,1,2,7,"active_promoter"
"LOC111562009","snRNA","NC_058375.1",17624613,17624759,"+",17621436,17636725,15290,0,2,1,4,0,2,3,"distal_enhancer_only"
"LOC123379512","lncRNA","NC_058375.1",17627044,17629796,"-",17621436,17636725,15290,0,2,0,4,0,2,4,"distal_enhancer_only"
"PITHD1","protein_coding","NC_058375.1",17645477,17652110,"+",17641434,17645581,4148,1,1,1,1,1,2,0,"active_promoter"
"LYPLA2","protein_coding","NC_058375.1",17654226,17658771,"+",17654041,17662423,8383,1,2,1,2,1,2,1,"active_promoter"
"GALE","protein_coding","NC_058375.1",17658824,17666501,"-",17666403,17667756,1354,0,0,1,1,2,2,0,"no_active_mark"
"HMGCL","protein_coding","NC_058375.1",17664469,17681741,"-",17681458,17711688,30231,1,2,1,2,1,2,1,"active_promoter"
"FUCA1","protein_coding","NC_058375.1",17697962,17711502,"-",17681458,17711688,30231,1,2,1,2,1,2,1,"active_promoter"
"CNR2","protein_coding","NC_058375.1",17714296,17740978,"-",17711688,17742871,31184,0,3,2,9,1,2,7,"distal_enhancer_only"
"PNRC2","protein_coding","NC_058375.1",17770323,17774705,"+",17768955,17770733,1779,2,2,2,2,2,2,0,"active_promoter"
"SRSF10","protein_coding","NC_058375.1",17775821,17789598,"-",17789480,17865025,75546,1,2,2,8,1,2,6,"active_promoter"
"LOC105260809","lncRNA","NC_058375.1",17789628,17792280,"+",17789480,17865025,75546,1,2,1,8,1,2,7,"active_promoter"
"MYOM3","protein_coding","NC_058375.1",17855869,17905058,"-",17895449,17906955,11507,0,0,0,2,1,2,2,"distal_enhancer_only"
"LOC123379726","snRNA","NC_058375.1",17873528,17873634,"-",17867911,17895449,27539,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379513","lncRNA","NC_058375.1",17893682,17895119,"+",17867911,17895449,27539,0,0,0,0,0,2,0,"no_active_mark"
"IL22RA1","protein_coding","NC_058375.1",17909203,17927712,"-",17913440,17957152,43713,0,1,2,4,0,2,2,"distal_enhancer_only"
"IFNLR1","protein_coding","NC_058375.1",17935743,17957537,"-",17957152,17964138,6987,1,1,1,1,1,2,0,"active_promoter"
"LOC102899441","lncRNA","NC_058375.1",18042602,18053510,"-",17965820,18136867,171048,0,6,0,7,0,2,7,"distal_enhancer_only"
"LOC123379515","lncRNA","NC_058375.1",18049735,18050248,"-",17965820,18136867,171048,0,6,0,7,0,2,7,"distal_enhancer_only"
"LOC123379514","lncRNA","NC_058375.1",18055383,18061803,"-",17965820,18136867,171048,1,6,0,7,0,2,7,"primed_promoter"
"GRHL3","protein_coding","NC_058375.1",18061575,18096123,"+",17965820,18136867,171048,1,6,0,7,0,2,7,"primed_promoter"
"STPG1","protein_coding","NC_058375.1",18099948,18158005,"-",18157950,18199398,41449,1,2,1,3,1,2,2,"active_promoter"
"NIPAL3","protein_coding","NC_058375.1",18158119,18209476,"+",18157950,18199398,41449,1,2,2,3,1,2,1,"active_promoter"
"LOC111561692","lncRNA","NC_058375.1",18178075,18186912,"-",18157950,18199398,41449,0,2,0,3,0,2,3,"distal_enhancer_only"
"LOC111561693","lncRNA","NC_058375.1",18210655,18213756,"+",18199398,18230838,31441,0,2,0,4,0,2,4,"distal_enhancer_only"
"LOC123379517","lncRNA","NC_058375.1",18228424,18231289,"-",18230838,18270821,39984,1,1,1,1,1,2,0,"active_promoter"
"RCAN3","protein_coding","NC_058375.1",18230462,18269971,"+",18199398,18230838,31441,1,2,1,4,1,2,3,"active_promoter"
"LOC101101650","protein_coding","NC_058375.1",18287922,18329081,"+",18287745,18289690,1946,1,1,1,1,1,2,0,"active_promoter"
"SRRM1","protein_coding","NC_058375.1",18349256,18380575,"+",18349021,18349609,589,1,1,1,1,2,2,0,"active_promoter"
"CLIC4","protein_coding","NC_058375.1",18425015,18491621,"+",18408515,18425332,16818,1,1,3,10,1,2,7,"active_promoter"
"LOC123379519","lncRNA","NC_058375.1",18440770,18443325,"+",18425332,18483783,58452,1,10,1,23,0,2,22,"active_promoter"
"RUNX3","protein_coding","NC_058375.1",18535092,18593810,"-",18567169,18659725,92557,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379357","lncRNA","NC_058375.1",18801230,18802706,"-",18719723,18812466,92744,0,0,0,0,0,2,0,"no_active_mark"
"SYF2","protein_coding","NC_058375.1",18823351,18830971,"-",18820147,18853781,33635,1,3,1,3,0,2,2,"active_promoter"
"LOC101098728","protein_coding","NC_058375.1",18839266,18845495,"+",18820147,18853781,33635,1,3,1,3,0,2,2,"active_promoter"
"RSRP1","protein_coding","NC_058375.1",18849776,18854037,"-",18853781,18854764,984,1,1,1,1,2,2,0,"active_promoter"
"LOC102899922","lncRNA","NC_058375.1",18854550,18864322,"+",18853781,18854764,984,1,1,1,1,2,2,0,"active_promoter"
"LOC123379520","lncRNA","NC_058375.1",18866345,18877152,"-",18863831,18877329,13499,1,1,1,1,1,2,0,"active_promoter"
"TMEM50A","protein_coding","NC_058375.1",18877182,18898238,"+",18863831,18877329,13499,1,1,1,1,1,2,0,"active_promoter"
"LOC101081236","protein_coding","NC_058375.1",18897049,18934125,"-",18920116,18936216,16101,0,0,0,0,1,2,0,"no_active_mark"
"LOC102900124","lncRNA","NC_058375.1",18910554,18913310,"+",18877329,18920116,42788,0,1,0,1,0,2,1,"distal_enhancer_only"
"MACO1","protein_coding","NC_058375.1",18942864,19006035,"+",18936216,18943156,6941,1,1,2,2,1,2,0,"active_promoter"
"LOC109502159","protein_coding","NC_058375.1",19014520,19042000,"-",19041906,19056002,14097,1,1,2,5,1,2,3,"active_promoter"
"LDLRAP1","protein_coding","NC_058375.1",19040735,19064929,"+",19040653,19041906,1254,1,1,1,1,1,2,0,"active_promoter"
"MAN1C1","protein_coding","NC_058375.1",19100889,19241438,"+",19100459,19102470,2012,1,1,2,1,1,2,0,"active_promoter"
"LOC123379521","lncRNA","NC_058375.1",19243423,19246305,"+",19234677,19243651,8975,0,0,0,0,1,2,0,"no_active_mark"
"LOC109502160","lncRNA","NC_058375.1",19253986,19255604,"-",19243651,19262837,19187,1,2,1,6,0,2,5,"active_promoter"
"SELENON","protein_coding","NC_058375.1",19255919,19271798,"+",19243651,19262837,19187,1,2,1,6,0,2,5,"active_promoter"
"MTFR1L","protein_coding","NC_058375.1",19275156,19321644,"+",19266444,19275233,8790,1,1,1,1,1,2,0,"active_promoter"
"LOC123379522","lncRNA","NC_058375.1",19283150,19286156,"-",19275233,19293892,18660,0,1,0,1,0,2,1,"distal_enhancer_only"
"AUNIP","protein_coding","NC_058375.1",19293120,19316906,"-",19316808,19329129,12322,1,2,1,2,1,2,1,"active_promoter"
"PAQR7","protein_coding","NC_058375.1",19319771,19320832,"-",19316808,19329129,12322,0,2,0,2,0,2,2,"distal_enhancer_only"
"LOC123379523","lncRNA","NC_058375.1",19337969,19341126,"-",19329129,19341357,12229,1,2,1,2,1,2,1,"active_promoter"
"LOC123379524","lncRNA","NC_058375.1",19342709,19351985,"-",19341357,19353979,12623,0,1,0,1,1,2,1,"distal_enhancer_only"
"STMN1","protein_coding","NC_058375.1",19361652,19367498,"-",19367304,19380287,12984,1,2,1,2,1,2,1,"active_promoter"
"PAFAH2","protein_coding","NC_058375.1",19378231,19444645,"-",19444634,19467158,22525,1,2,2,2,1,2,0,"active_promoter"
"LOC123379526","lncRNA","NC_058375.1",19388469,19403573,"+",19380287,19418394,38108,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123379525","protein_coding","NC_058375.1",19439125,19439522,"+",19418394,19444634,26241,0,1,0,1,0,2,1,"distal_enhancer_only"
"EXTL1","protein_coding","NC_058375.1",19467277,19481492,"+",19467158,19469737,2580,1,1,1,1,1,2,0,"active_promoter"
"SLC30A2","protein_coding","NC_058375.1",19482930,19492391,"-",19488468,19508193,19726,0,1,0,2,0,2,2,"distal_enhancer_only"
"TRIM63","protein_coding","NC_058375.1",19504469,19516629,"-",19513558,19542776,29219,0,0,0,0,0,2,0,"no_active_mark"
"LOC111561696","lncRNA","NC_058375.1",19522186,19548154,"-",19546952,19554244,7293,1,1,1,1,1,2,0,"active_promoter"
"PDIK1L","protein_coding","NC_058375.1",19546805,19560176,"+",19542776,19546952,4177,1,1,1,1,1,2,0,"active_promoter"
"FAM110D","protein_coding","NC_058375.1",19579098,19582811,"+",19578650,19588431,9782,2,2,1,3,1,2,2,"active_promoter"
"CC1H1orf232","protein_coding","NC_058375.1",19583789,19587110,"-",19578650,19588431,9782,1,2,1,3,1,2,2,"active_promoter"
"ZNF593","protein_coding","NC_058375.1",19588558,19589404,"+",19588431,19604729,16299,1,2,1,3,1,2,2,"active_promoter"
"LOC111561698","protein_coding","NC_058375.1",19588667,19590645,"-",19588431,19604729,16299,0,2,0,3,0,2,3,"distal_enhancer_only"
"CNKSR1","protein_coding","NC_058375.1",19593814,19604088,"+",19588431,19604729,16299,1,2,1,3,0,2,2,"active_promoter"
"CATSPER4","protein_coding","NC_058375.1",19604660,19619505,"+",19588431,19604729,16299,0,2,1,3,1,2,2,"distal_enhancer_only"
"LOC123379358","lncRNA","NC_058375.1",19629375,19631157,"-",19604729,19635668,30940,0,1,0,1,0,2,1,"distal_enhancer_only"
"CEP85","protein_coding","NC_058375.1",19635822,19671766,"+",19635668,19641364,5697,1,2,2,2,1,2,0,"active_promoter"
"SH3BGRL3","protein_coding","NC_058375.1",19672953,19674478,"+",19670559,19672993,2435,1,1,1,1,1,2,0,"active_promoter"
"UBXN11","protein_coding","NC_058375.1",19675193,19700325,"-",19697657,19701709,4053,0,1,0,1,1,2,1,"distal_enhancer_only"
"LOC123379528","lncRNA","NC_058375.1",19700389,19705425,"+",19697657,19701709,4053,0,1,0,1,0,2,1,"distal_enhancer_only"
"CD52","protein_coding","NC_058375.1",19706003,19707660,"+",19701709,19708750,7042,1,1,1,1,0,2,0,"active_promoter"
"CRYBG2","protein_coding","NC_058375.1",19708972,19738880,"-",19719440,19765870,46431,1,2,1,1,0,2,0,"active_promoter"
"ZNF683","protein_coding","NC_058375.1",19740490,19750071,"-",19719440,19765870,46431,0,2,0,1,0,2,1,"distal_enhancer_only"
"LOC109502166","lncRNA","NC_058375.1",19749976,19752495,"+",19719440,19765870,46431,0,2,0,1,0,2,1,"distal_enhancer_only"
"LIN28A","protein_coding","NC_058375.1",19779385,19790573,"+",19765870,19784749,18880,0,0,0,0,0,2,0,"no_active_mark"
"DHDDS","protein_coding","NC_058375.1",19795007,19823330,"+",19794980,19822552,27573,1,1,1,1,1,2,0,"active_promoter"
"HMGN2","protein_coding","NC_058375.1",19824494,19828602,"+",19823983,19824799,817,1,1,1,1,3,2,0,"active_promoter"
"LOC111562105","snRNA","NC_058375.1",19835799,19835900,"+",19824799,19852782,27984,0,2,0,2,0,2,2,"distal_enhancer_only"
"RPS6KA1","protein_coding","NC_058375.1",19855020,19908211,"+",19852782,19870213,17432,1,2,1,2,1,2,1,"active_promoter"
"LOC109502168","lncRNA","NC_058375.1",19862823,19868279,"-",19852782,19870213,17432,1,2,1,2,1,2,1,"active_promoter"
"LOC109502167","lncRNA","NC_058375.1",19911862,19933786,"+",19893965,19928033,34069,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502170","lncRNA","NC_058375.1",19946253,19954479,"+",19931689,19946518,14830,1,1,1,1,1,2,0,"active_promoter"
"ARID1A","protein_coding","NC_058375.1",19994939,20064037,"+",19994170,19994947,778,1,1,1,1,3,2,0,"active_promoter"
"LOC109502172","lncRNA","NC_058375.1",20014319,20015204,"-",19995692,20016023,20332,1,3,1,6,1,2,5,"active_promoter"
"LOC123379529","lncRNA","NC_058375.1",20031753,20037090,"-",20016023,20039851,23829,0,1,1,5,0,2,4,"distal_enhancer_only"
"LOC109502174","lncRNA","NC_058375.1",20064743,20070714,"-",20067573,20071229,3657,1,1,1,1,2,2,0,"active_promoter"
"PIGV","protein_coding","NC_058375.1",20071221,20080870,"+",20067573,20071229,3657,1,1,1,1,1,2,0,"active_promoter"
"LOC109502177","lncRNA","NC_058375.1",20084677,20089694,"-",20089234,20093405,4172,1,2,1,2,1,2,1,"active_promoter"
"ZDHHC18","protein_coding","NC_058375.1",20093250,20125643,"+",20089234,20093405,4172,1,2,1,2,1,2,1,"active_promoter"
"SFN","protein_coding","NC_058375.1",20126681,20128048,"+",20118601,20128947,10347,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC123379530","lncRNA","NC_058375.1",20128213,20135469,"-",20128947,20136172,7226,0,1,0,1,1,2,1,"distal_enhancer_only"
"GPN2","protein_coding","NC_058375.1",20136031,20145270,"-",20136172,20145374,9203,1,1,1,1,1,2,0,"active_promoter"
"GPATCH3","protein_coding","NC_058375.1",20145454,20152808,"-",20152694,20190001,37308,1,3,1,5,1,2,4,"active_promoter"
"LOC109502176","lncRNA","NC_058375.1",20152814,20164259,"+",20152694,20190001,37308,1,3,1,5,1,2,4,"active_promoter"
"NR0B2","protein_coding","NC_058375.1",20159621,20162363,"-",20152694,20190001,37308,0,3,1,5,0,2,4,"distal_enhancer_only"
"NUDC","protein_coding","NC_058375.1",20169687,20180799,"+",20152694,20190001,37308,1,3,1,5,0,2,4,"active_promoter"
"KDF1","protein_coding","NC_058375.1",20181877,20190160,"-",20190001,20195825,5825,1,1,1,1,1,2,0,"active_promoter"
"TRNP1","protein_coding","NC_058375.1",20213719,20219990,"+",20199105,20214080,14976,1,1,1,1,1,2,0,"active_promoter"
"TENT5B","protein_coding","NC_058375.1",20223131,20230209,"-",20217187,20230526,13340,1,2,2,5,1,2,3,"active_promoter"
"LOC102902040","lncRNA","NC_058375.1",20230302,20243948,"+",20217187,20230526,13340,1,2,2,5,1,2,3,"active_promoter"
"LOC109502178","lncRNA","NC_058375.1",20253409,20258435,"-",20258234,20285728,27495,0,1,1,4,1,2,3,"distal_enhancer_only"
"SLC9A1","protein_coding","NC_058375.1",20286511,20334504,"-",20313912,20334513,20602,1,1,1,8,1,2,7,"active_promoter"
"LOC109502179","lncRNA","NC_058375.1",20356768,20369491,"-",20360261,20369982,9722,1,1,2,2,1,2,0,"active_promoter"
"WDTC1","protein_coding","NC_058375.1",20369773,20436226,"+",20360261,20369982,9722,1,1,2,2,1,2,0,"active_promoter"
"TMEM222","protein_coding","NC_058375.1",20445413,20457296,"+",20429536,20445514,15979,1,1,2,3,1,2,1,"active_promoter"
"SYTL1","protein_coding","NC_058375.1",20459974,20468589,"+",20454146,20464527,10382,1,1,1,2,0,2,1,"active_promoter"
"MAP3K6","protein_coding","NC_058375.1",20467712,20481885,"-",20481331,20486034,4704,1,1,1,1,1,2,0,"active_promoter"
"FCN3","protein_coding","NC_058375.1",20483225,20487604,"-",20486034,20497527,11494,0,0,0,0,0,2,0,"no_active_mark"
"CD164L2","protein_coding","NC_058375.1",20490656,20494859,"-",20486034,20497527,11494,0,0,0,0,0,2,0,"no_active_mark"
"GPR3","protein_coding","NC_058375.1",20494989,20503479,"+",20486034,20497527,11494,0,0,0,0,0,2,0,"no_active_mark"
"WASF2","protein_coding","NC_058375.1",20511573,20585275,"-",20585192,20585798,607,1,1,1,1,2,2,0,"active_promoter"
"LOC109502183","lncRNA","NC_058375.1",20542167,20559987,"+",20523742,20585192,61451,1,2,2,13,0,2,11,"active_promoter"
"LOC123379532","lncRNA","NC_058375.1",20607074,20618681,"+",20604745,20639814,35070,1,3,1,12,0,2,11,"active_promoter"
"AHDC1","protein_coding","NC_058375.1",20620598,20684960,"-",20684941,20687456,2516,1,1,1,1,2,2,0,"active_promoter"
"FGR","protein_coding","NC_058375.1",20692775,20712410,"-",20711870,20719118,7249,1,1,1,1,1,2,0,"active_promoter"
"LOC101084040","protein_coding","NC_058375.1",20719817,20723422,"+",20719118,20733157,14040,0,1,0,1,1,2,1,"distal_enhancer_only"
"LOC105260803","lncRNA","NC_058375.1",20732950,20738346,"+",20719118,20733157,14040,1,1,1,1,1,2,0,"active_promoter"
"IFI6","protein_coding","NC_058375.1",20738574,20743052,"-",20741406,20765244,23839,1,2,1,3,0,2,2,"active_promoter"
"LOC111561699","lncRNA","NC_058375.1",20763643,20767715,"-",20765244,20767907,2664,1,1,2,2,1,2,0,"active_promoter"
"FAM76A","protein_coding","NC_058375.1",20767875,20793135,"+",20765244,20767907,2664,1,1,2,2,1,2,0,"active_promoter"
"STX12","protein_coding","NC_058375.1",20800319,20842920,"+",20800000,20800326,327,1,1,2,2,3,2,0,"active_promoter"
"PPP1R8","protein_coding","NC_058375.1",20848631,20871457,"+",20823386,20850720,27335,0,1,0,1,0,2,1,"distal_enhancer_only"
"LOC111562166","guide_RNA","NC_058375.1",20854560,20854725,"+",20850720,20873765,23046,0,1,0,1,0,2,1,"distal_enhancer_only"
"THEMIS2","protein_coding","NC_058375.1",20888489,20902819,"+",20874389,20888644,14256,1,1,1,3,1,2,2,"active_promoter"
"RPA2","protein_coding","NC_058375.1",20905552,20922090,"-",20922085,20955367,33283,1,2,1,5,1,2,4,"active_promoter"
"SMPDL3B","protein_coding","NC_058375.1",20931293,20954652,"+",20922085,20955367,33283,0,2,2,5,0,2,3,"distal_enhancer_only"
"XKR8","protein_coding","NC_058375.1",20955214,20961188,"+",20922085,20955367,33283,1,2,1,5,1,2,4,"active_promoter"
"EYA3","protein_coding","NC_058375.1",20963982,21068470,"-",21062604,21160549,97946,0,2,0,13,0,2,13,"distal_enhancer_only"
"PTAFR","protein_coding","NC_058375.1",21115748,21146860,"-",21062604,21160549,97946,1,2,2,13,0,2,11,"active_promoter"
"DNAJC8","protein_coding","NC_058375.1",21152212,21180056,"-",21179838,21182262,2425,2,2,2,2,2,2,0,"active_promoter"
"ATP5IF1","protein_coding","NC_058375.1",21182055,21184551,"+",21179838,21182262,2425,2,2,2,2,1,2,0,"active_promoter"
"SESN2","protein_coding","NC_058375.1",21204950,21221903,"+",21200025,21205624,5600,1,2,1,2,1,2,1,"active_promoter"
"LOC109502185","lncRNA","NC_058375.1",21237477,21253325,"-",21234724,21280232,45509,1,1,1,9,0,2,8,"active_promoter"
"PHACTR4","protein_coding","NC_058375.1",21253388,21387783,"+",21234724,21280232,45509,1,1,1,9,0,2,8,"active_promoter"
"RCC1","protein_coding","NC_058375.1",21395371,21422095,"+",21313981,21395506,81526,1,2,1,6,1,2,5,"active_promoter"
"LOC111562123","snoRNA","NC_058375.1",21396207,21396411,"+",21395506,21396530,1025,1,1,1,1,2,2,0,"active_promoter"
"LOC111562122","snoRNA","NC_058375.1",21397093,21397297,"+",21396530,21407076,10547,1,2,1,3,2,2,2,"active_promoter"
"TRNAU1AP","protein_coding","NC_058375.1",21425916,21452639,"+",21407076,21455787,48712,1,4,1,4,0,2,3,"active_promoter"
"LOC111562180","snoRNA","NC_058375.1",21432742,21432841,"-",21407076,21455787,48712,0,4,0,4,0,2,4,"distal_enhancer_only"
"LOC102901878","lncRNA","NC_058375.1",21453069,21456288,"-",21455787,21470332,14546,1,2,1,2,1,2,1,"active_promoter"
"LOC111562170","snoRNA","NC_058375.1",21453266,21453339,"-",21407076,21455787,48712,2,4,2,4,0,2,2,"active_promoter"
"LOC111562158","snoRNA","NC_058375.1",21454029,21454160,"-",21407076,21455787,48712,2,4,1,4,1,2,3,"active_promoter"
"LOC111562156","snoRNA","NC_058375.1",21454391,21454521,"-",21407076,21455787,48712,1,4,1,4,1,2,3,"active_promoter"
"LOC111562142","snoRNA","NC_058375.1",21455011,21455145,"-",21407076,21455787,48712,1,4,1,4,1,2,3,"active_promoter"
"RAB42","protein_coding","NC_058375.1",21462047,21463846,"+",21455787,21470332,14546,1,2,1,2,0,2,1,"active_promoter"
"TAF12","protein_coding","NC_058375.1",21470445,21502374,"-",21502301,21503001,701,1,1,1,1,3,2,0,"active_promoter"
"LOC111562028","snRNA","NC_058375.1",21504954,21505060,"+",21503001,21507133,4133,1,2,1,2,1,2,1,"active_promoter"
"LOC111562165","snRNA","NC_058375.1",21507528,21507661,"+",21507133,21519193,12061,1,1,1,1,1,2,0,"active_promoter"
"GMEB1","protein_coding","NC_058375.1",21523050,21563842,"+",21519193,21523173,3981,1,1,1,1,1,2,0,"active_promoter"
"YTHDF2","protein_coding","NC_058375.1",21573752,21607788,"+",21560101,21573852,13752,1,1,1,1,1,2,0,"active_promoter"
"OPRD1","protein_coding","NC_058375.1",21644668,21676715,"+",21626325,21644898,18574,1,1,0,0,1,2,0,"primed_promoter"
"EPB41","protein_coding","NC_058375.1",21693180,21893593,"+",21691423,21693567,2145,2,2,3,3,2,2,0,"active_promoter"
"LOC111562015","snRNA","NC_058375.1",21796779,21796885,"+",21785963,21826812,40850,0,0,0,2,0,2,2,"distal_enhancer_only"
"LOC123379538","lncRNA","NC_058375.1",21799849,21824771,"-",21785963,21826812,40850,0,0,0,2,1,2,2,"distal_enhancer_only"
"TMEM200B","protein_coding","NC_058375.1",21893558,21898280,"-",21898077,21899954,1878,1,1,1,1,2,2,0,"active_promoter"
"LOC123379537","lncRNA","NC_058375.1",21906323,21927959,"+",21905864,21932413,26550,1,1,1,2,2,2,1,"active_promoter"
"SRSF4","protein_coding","NC_058375.1",21927855,21956296,"-",21956267,21970209,13943,1,1,1,5,1,2,4,"active_promoter"
"MECR","protein_coding","NC_058375.1",21957260,21994319,"-",21987589,21994349,6761,1,1,1,4,2,2,3,"active_promoter"
"LOC111562069","snRNA","NC_058375.1",21991994,21992099,"-",21987589,21994349,6761,1,1,1,4,1,2,3,"active_promoter"
"PTPRU","protein_coding","NC_058375.1",21994439,22080698,"+",21994349,21995323,975,1,1,1,1,1,2,0,"active_promoter"
"LOC123379539","lncRNA","NC_058375.1",22246159,22252661,"-",22149218,22301662,152445,0,2,0,6,0,2,6,"distal_enhancer_only"
"LOC123379540","lncRNA","NC_058375.1",22350276,22353679,"+",22340496,22393268,52773,0,0,0,4,0,2,4,"distal_enhancer_only"
"LOC109502194","lncRNA","NC_058375.1",22417244,22418871,"+",22400042,22452176,52135,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379360","lncRNA","NC_058375.1",22506183,22510195,"-",22500457,22666953,166497,0,1,0,10,0,2,10,"distal_enhancer_only"
"LOC109503083","lncRNA","NC_058375.1",22686824,22690064,"-",22666953,22696373,29421,0,0,2,7,0,2,5,"distal_enhancer_only"
"LOC123379541","lncRNA","NC_058375.1",22686944,22690781,"+",22666953,22696373,29421,0,0,0,7,0,2,7,"distal_enhancer_only"
"LOC123379433","protein_coding","NC_058375.1",22732633,22737627,"-",22734740,22738575,3836,0,0,0,0,2,2,0,"no_active_mark"
"LOC123379542","lncRNA","NC_058375.1",22737976,22742342,"-",22738975,22858379,119405,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502195","lncRNA","NC_058375.1",22789824,22799069,"+",22738975,22858379,119405,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502196","lncRNA","NC_058375.1",22944505,22952870,"+",22919598,22987736,68139,0,1,0,0,0,2,0,"no_active_mark"
"LOC123379544","lncRNA","NC_058375.1",22967025,22969988,"-",22919598,22987736,68139,0,1,0,0,0,2,0,"no_active_mark"
"LOC123379545","lncRNA","NC_058375.1",22985549,22991868,"-",22987736,23001005,13270,0,0,0,0,0,2,0,"no_active_mark"
"LOC109503085","lncRNA","NC_058375.1",22993242,22995466,"-",22987736,23001005,13270,0,0,0,0,0,2,0,"no_active_mark"
"LOC109503086","lncRNA","NC_058375.1",23021991,23023925,"+",23001005,23050847,49843,0,0,0,0,0,2,0,"no_active_mark"
"LOC123379361","lncRNA","NC_058375.1",23077472,23080687,"+",23050847,23100241,49395,0,0,0,0,0,2,0,"no_active_mark"
"MATN1","protein_coding","NC_058375.1",23130605,23140044,"-",23135502,23170956,35455,0,0,0,1,0,2,1,"distal_enhancer_only"
"LAPTM5","protein_coding","NC_058375.1",23150419,23176062,"-",23170956,23189241,18286,1,2,1,6,0,2,5,"active_promoter"
"LOC123379547","lncRNA","NC_058375.1",23194401,23204116,"-",23196030,23212014,15985,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502200","lncRNA","NC_058375.1",23241401,23251990,"-",23247089,23307492,60404,0,2,2,8,0,2,6,"distal_enhancer_only"
"LOC109503087","lncRNA","NC_058375.1",23258137,23261617,"+",23247089,23307492,60404,0,2,0,8,0,2,8,"distal_enhancer_only"
"SDC3","protein_coding","NC_058375.1",23269017,23304800,"-",23247089,23307492,60404,1,2,2,8,0,2,6,"active_promoter"
"PUM1","protein_coding","NC_058375.1",23315042,23447977,"-",23367242,23448009,80768,1,1,1,6,1,2,5,"active_promoter"
"LOC111562139","snoRNA","NC_058375.1",23319105,23319189,"-",23312311,23367242,54932,0,0,0,0,0,2,0,"no_active_mark"
"LOC111562140","snoRNA","NC_058375.1",23331947,23332031,"-",23312311,23367242,54932,0,0,0,0,0,2,0,"no_active_mark"
"LOC111562141","snoRNA","NC_058375.1",23353278,23353355,"-",23312311,23367242,54932,0,0,0,0,0,2,0,"no_active_mark"
"LOC109502202","lncRNA","NC_058375.1",23508270,23512152,"+",23448009,23509174,61166,1,3,1,5,0,2,4,"active_promoter"
"LOC109502203","lncRNA","NC_058375.1",23512545,23518949,"-",23509174,23519281,10108,1,3,1,3,1,2,2,"active_promoter"
"NKAIN1","protein_coding","NC_058375.1",23535797,23577382,"-",23577332,23577896,565,1,1,1,1,2,2,0,"active_promoter"
